name,bn_name,number_of_bed,union_id,upazila_id,district_id,organization_type,hospital_type,url,lat,lon
Delduar Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,335,44,GOVERNMENT,UPAZILA,null,null,null
Dhanbari Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,344,44,GOVERNMENT,UPAZILA,null,null,null
Ghatail Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,336,44,GOVERNMENT,UPAZILA,null,null,null
Gopalpur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,337,44,GOVERNMENT,UPAZILA,null,null,null
Kalihati Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,343,44,GOVERNMENT,UPAZILA,null,null,null
Madhupur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,338,44,GOVERNMENT,UPAZILA,null,null,null
Mirzapur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,339,44,GOVERNMENT,UPAZILA,null,null,null
Nagarpur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,340,44,GOVERNMENT,UPAZILA,null,null,null
Sakhipur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,341,44,GOVERNMENT,UPAZILA,null,null,null
Baliadangi Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,439,58,GOVERNMENT,UPAZILA,null,null,null
Haripur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,438,58,GOVERNMENT,UPAZILA,null,null,null
Pirganj Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,436,58,GOVERNMENT,UPAZILA,null,null,null
Ranisankail Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,437,58,GOVERNMENT,UPAZILA,null,null,null
Taltali Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,266,35,GOVERNMENT,UNION,null,null,null
Gulishakhali Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,266,35,GOVERNMENT,UNION,null,null,null
Gazipur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,266,35,GOVERNMENT,UNION,null,null,null
Fuljhuri Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,267,35,GOVERNMENT,UNION,null,null,null
Nalihat(Dhula) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,267,35,GOVERNMENT,UNION,null,null,null
Aylapatakata Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,267,35,GOVERNMENT,UNION,null,null,null
Kownia(Bibechini) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,268,35,GOVERNMENT,UNION,null,null,null
Kalmegha Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,270,35,GOVERNMENT,UNION,null,null,null
Paisarhat(Bakal) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,255,33,GOVERNMENT,UNION,null,null,null
Ratnapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,255,33,GOVERNMENT,UNION,null,null,null
Dehergati Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,251,33,GOVERNMENT,UNION,null,null,null
Madhabpasha Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,251,33,GOVERNMENT,UNION,null,null,null
Mohanganj(Chandpasha) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,251,33,GOVERNMENT,UNION,null,null,null
Agarpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,251,33,GOVERNMENT,UNION,null,null,null
Jahapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,251,33,GOVERNMENT,UNION,null,null,null
Padrishibpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,250,33,GOVERNMENT,UNION,null,null,null
chamta(Neamati) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,250,33,GOVERNMENT,UNION,null,null,null
Laxmipasha(Kabai) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,250,33,GOVERNMENT,UNION,null,null,null
Kalaskati Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,250,33,GOVERNMENT,UNION,null,null,null
Faridpur(Durgpasha) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,250,33,GOVERNMENT,UNION,null,null,null
Khariabad(Gururia) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,250,33,GOVERNMENT,UNION,null,null,null
Charramudi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,250,33,GOVERNMENT,UNION,null,null,null
Awar(Baisari) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,253,33,GOVERNMENT,UNION,null,null,null
Sayestabad Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,249,33,GOVERNMENT,UNION,null,null,null
Batazore Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,254,33,GOVERNMENT,UNION,null,null,null
Nalchira Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,254,33,GOVERNMENT,UNION,null,null,null
Khanjapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,254,33,GOVERNMENT,UNION,null,null,null
Dhanusikdarhat(Harinathpur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,258,33,GOVERNMENT,UNION,null,null,null
Ulania Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,256,33,GOVERNMENT,UNION,null,null,null
Bhasanchar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,256,33,GOVERNMENT,UNION,null,null,null
Langutia(Jangalia) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,256,33,GOVERNMENT,UNION,null,null,null
Lata Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,256,33,GOVERNMENT,UNION,null,null,null
Paikha(Gachua)) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,257,33,GOVERNMENT,UNION,null,null,null
Padarhat(Kazirchar) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,257,33,GOVERNMENT,UNION,null,null,null
Alimabad(Batamara) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,257,33,GOVERNMENT,UNION,null,null,null
Atipara(Bamrail) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,252,33,GOVERNMENT,UNION,null,null,null
Moshang(Otra) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,252,33,GOVERNMENT,UNION,null,null,null
Satla Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,252,33,GOVERNMENT,UNION,null,null,null
Shikerpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,252,33,GOVERNMENT,UNION,null,null,null
Chathalbari(Barakoth) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,252,33,GOVERNMENT,UNION,null,null,null
Dularhat Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,261,34,GOVERNMENT,UNION,null,null,null
Sarajganj(Syedpur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,262,34,GOVERNMENT,UNION,null,null,null
Lordhardingue Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,265,34,GOVERNMENT,UNION,null,null,null
Mongalsikdar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,265,34,GOVERNMENT,UNION,null,null,null
Karterhat(Ramaganj) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,265,34,GOVERNMENT,UNION,null,null,null
Charponkirhat(Kalma) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,265,34,GOVERNMENT,UNION,null,null,null
Monpura Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,263,34,GOVERNMENT,UNION,null,null,null
Gabkhan Dhansiri Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,230,30,GOVERNMENT,UNION,null,null,null
Binoykathi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,230,30,GOVERNMENT,UNION,null,null,null
Gavaramchandrapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,230,30,GOVERNMENT,UNION,null,null,null
Kathali Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,231,30,GOVERNMENT,UNION,null,null,null
Aourabunia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,231,30,GOVERNMENT,UNION,null,null,null
Kalisuri Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,234,31,GOVERNMENT,UNION,null,null,null
Boga Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,234,31,GOVERNMENT,UNION,null,null,null
Bauphal(Kanakdia) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,234,31,GOVERNMENT,UNION,null,null,null
Chalti Bunia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,240,31,GOVERNMENT,UNION,null,null,null
Char Biswas Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,240,31,GOVERNMENT,UNION,null,null,null
Ratandi Taltali Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,240,31,GOVERNMENT,UNION,null,null,null
Kalwan Kalash(Kharijama) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,240,31,GOVERNMENT,UNION,null,null,null
Mohipur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,238,31,GOVERNMENT,UNION,null,null,null
Chaltaibunia(Majidbaria) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,239,31,GOVERNMENT,UNION,null,null,null
Mohiskata(Amragasia) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,239,31,GOVERNMENT,UNION,null,null,null
Chita(Madabkhali) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,239,31,GOVERNMENT,UNION,null,null,null
Lebukhali Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,235,31,GOVERNMENT,UNION,null,null,null
Bhandaria Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,246,32,GOVERNMENT,UNION,null,null,null
Mirukhali Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,247,32,GOVERNMENT,UNION,null,null,null
Tushkhali Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,247,32,GOVERNMENT,UNION,null,null,null
Matibanga Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,243,32,GOVERNMENT,UNION,null,null,null
Sarsina(Swarupkati) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,248,32,GOVERNMENT,UNION,null,null,null
Atghar Kuriana Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,248,32,GOVERNMENT,UNION,null,null,null
Baishari Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,99,11,GOVERNMENT,UNION,null,null,null
Mogra Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,29,3,GOVERNMENT,UNION,null,null,null
Ranighar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,29,3,GOVERNMENT,UNION,null,null,null
Rupasdi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,31,3,GOVERNMENT,UNION,null,null,null
Darikandi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,31,3,GOVERNMENT,UNION,null,null,null
Patton Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,24,3,GOVERNMENT,UNION,null,null,null
Ashugong Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,24,3,GOVERNMENT,UNION,null,null,null
Bayek Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,25,3,GOVERNMENT,UNION,null,null,null
Chargach Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,25,3,GOVERNMENT,UNION,null,null,null
Ratanpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,30,3,GOVERNMENT,UNION,null,null,null
Bidyakot Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,30,3,GOVERNMENT,UNION,null,null,null
Sadekpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,30,3,GOVERNMENT,UNION,null,null,null
Salimgonj Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,30,3,GOVERNMENT,UNION,null,null,null
Rasullabad Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,30,3,GOVERNMENT,UNION,null,null,null
Sreeghar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,30,3,GOVERNMENT,UNION,null,null,null
Kaitala Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,30,3,GOVERNMENT,UNION,null,null,null
Jinnatpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,30,3,GOVERNMENT,UNION,null,null,null
Haripur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,26,3,GOVERNMENT,UNION,null,null,null
Fandauk Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,26,3,GOVERNMENT,UNION,null,null,null
Gokarna Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,26,3,GOVERNMENT,UNION,null,null,null
Shahajadapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,27,3,GOVERNMENT,UNION,null,null,null
Chunta Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,27,3,GOVERNMENT,UNION,null,null,null
Joydharkandi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,27,3,GOVERNMENT,UNION,null,null,null
Shahbajpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,27,3,GOVERNMENT,UNION,null,null,null
Paniswar South Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,27,3,GOVERNMENT,UNION,null,null,null
Hanarchar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,55,6,GOVERNMENT,UNION,null,null,null
Asta Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,59,6,GOVERNMENT,UNION,null,null,null
Ferozpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,59,6,GOVERNMENT,UNION,null,null,null
Karaitali Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,59,6,GOVERNMENT,UNION,null,null,null
Rupsa Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,59,6,GOVERNMENT,UNION,null,null,null
Sreepur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,57,6,GOVERNMENT,UNION,null,null,null
Hajiganj Sadar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,57,6,GOVERNMENT,UNION,null,null,null
